Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance in KM,Distance in miles
"London, United Kingdom - Miami, United States Of America",LHR,MIA,51.5,-0.45,33.4,-110.87,8401.1,5208.68
"Bahrain, Bahrain - London, United Kingdom",LHR,BAH,51.5,-0.45,26.27,50.63,5093.51,3157.98
"Bombay, India - Singapore, Singapore",BOM,SIN,19.1,72.86,1.34,103.98,3922.41,2431.89
"Philadelphia, United States Of America - San Francisco, United States Of America",PHL,SFO,45.1,-89.01,37.61,-122.39,2884.79,1788.57
"London, United Kingdom - Shanghai, China",PVG,LHR,31.1,121.8,51.47,-0.45,9244.7,5731.71
"Berlin, Germany - Frankfurt, Germany",FRA,TXL,50.1,8.56,52.55,13.29,426.74,264.58
"Bombay, India - Singapore, Singapore",BOM,SIN,19.1,72.86,1.34,103.98,3922.41,2431.89
"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,1568.15,972.25
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71,40.77,-73.88,287.79,178.43
"Montreal, Canada - New York, United States Of America",LGA,YUL,40.8,-73.88,45.46,-73.75,518.28,321.33
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94,7392.4,4583.29
"Singapore, Singapore - Tokyo, Japan",SIN,HND,1.3,103.98,35.55,139.75,5302.74,3287.7
"Hong Kong, Hong Kong - Tokyo, Japan",HND,HKG,35.6,139.75,22.32,113.94,2899.35,1797.6
"Barcelona, Spain - London, United Kingdom",BCN,LHR,41.3,2.08,51.47,-0.45,1147.2,711.26
"Denver, United States Of America - Newark, United States Of America",EWR,DEN,40.7,-74.18,39.77,-104.86,2593.11,1607.73
"London, United Kingdom - Washington Dc, United States Of America",IAD,LHR,39,-77.45,51.47,-0.45,5898.19,3656.88
"New York, United States Of America - Zurich, Switzerland",ZRH,JFK,47.5,8.57,40.64,-73.79,6309.9,3912.14
"Singapore, Singapore - Tokyo, Japan",NRT,SIN,35.8,140.39,1.34,103.98,5362.12,3324.51
"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,6293.67,3902.08
"Singapore, Singapore - Tokyo, Japan",HND,SIN,35.6,139.75,1.34,103.98,5302.74,3287.7
"Hong Kong, Hong Kong - Johannesburg, South Africa",JNB,HKG,-26.1,28.23,22.32,113.94,10677.32,6619.94
"Dubai, United Arab Emirates - Singapore, Singapore",SIN,DXB,1.3,103.98,25.25,55.35,5849.5,3626.69
"London, United Kingdom - Rio De Janeiro, Brazil",GIG,LHR,-22.8,-43.24,51.47,-0.45,9252.3,5736.43
"Las Vegas, United States Of America - London, United Kingdom",LAS,LHR,32,-87.96,51.47,-0.45,7122.67,4416.06
"Newark, United States Of America - Seattle, United States Of America",EWR,SEA,40.7,-74.18,39.9,-75.59,149.03,92.4
"New York, United States Of America - San Diego, United States Of America",SAN,JFK,32.7,-102.18,40.64,-73.79,2667.58,1653.9
"London, United Kingdom - Madras, India",MAA,LGW,25.3,55.35,51.16,-0.16,5466.45,3389.2
"Singapore, Singapore - Tokyo, Japan",SIN,HND,1.3,103.98,35.55,139.75,5302.74,3287.7
"Hong Kong, Hong Kong - Newark, United States Of America",EWR,HKG,40.7,-74.18,22.32,113.94,12957.42,8033.6
"Singapore, Singapore - Tokyo, Japan",SIN,HND,1.3,103.98,35.55,139.75,5302.74,3287.7
"Frankfurt, Germany - London, United Kingdom",FRA,LHR,50.1,8.56,51.47,-0.45,651.01,403.63
"London, United Kingdom - Mauritius, Mauritius",MRU,LGW,-20.4,57.68,51.16,-0.16,9743.82,6041.17
"London, United Kingdom - Phoenix, United States Of America",LHR,PHX,51.5,-0.45,33.44,-112.03,8462.07,5246.48
"Johannesburg, South Africa - Lagos, Nigeria",JNB,LOS,-26.1,28.23,6.58,3.32,4520.04,2802.42
"Newark, United States Of America - Santa Ana, United States Of America",EWR,SNA,40.7,-74.18,37.41,-86.16,1096.12,679.59
"Austin, United States Of America - Newark, United States Of America",EWR,AUS,40.7,-74.18,30.2,-97.67,2415.98,1497.91
"Frankfurt, Germany - Newark, United States Of America",EWR,FRA,40.7,-74.18,50.05,8.56,6209.77,3850.06
"Berlin, Germany - London, United Kingdom",LHR,TXL,51.5,-0.45,52.55,13.29,945.85,586.43
"London, United Kingdom - Paris, France",ORY,LCY,48.7,2.37,51.5,0.05,352.54,218.57
"Melbourne, Australia - Sydney, Australia",MEL,SYD,-37.7,144.85,-33.92,151.23,712.2,441.56
"Cairo, Egypt - Dubai, United Arab Emirates",DXB,CAI,25.3,55.35,30.05,31.25,2426.33,1504.32
"Hong Kong, Hong Kong - Tokyo, Japan",HND,HKG,35.6,139.75,22.32,113.94,2899.35,1797.6
"Memphis, United States Of America - New York, United States Of America",LGA,MEM,40.8,-73.88,33.13,-88.31,1536.62,952.7
"Seoul, Republic Of Korea - Singapore, Singapore",ICN,SIN,37.5,126.66,1.34,103.98,4642.54,2878.37
"Bangkok, Thailand - London, United Kingdom",BKK,LHR,13.7,100.77,51.47,-0.45,9577.07,5937.78
"Birmingham, United Kingdom - Madras, India",BHX,MAA,25.3,55.35,13.05,80.23,2938.71,1822.0
"Mexico City, Mexico - Sao Paulo, Brazil",MEX,GRU,19.4,-99.16,-23.42,-46.48,7436.36,4610.54
"London, United Kingdom - Prague, Czech Republic",PRG,LHR,50.1,14.43,51.47,-0.45,1055.23,654.24
"Cape Town, South Africa - Lanseria, South Africa",HLA,CPT,-25.9,27.92,-33.97,18.59,1269.01,786.79
"Dallas, United States Of America - London, United Kingdom",LHR,DFW,51.5,-0.45,32.87,-97.04,7628.88,4729.91
"Newark, United States Of America - Tokyo, Japan",NRT,EWR,35.8,140.39,40.69,-74.18,10806.19,6699.84
"Atlanta, United States Of America - Newark, United States Of America",EWR,ATL,40.7,-74.18,42.94,-83.53,813.34,504.27
"Johannesburg, South Africa - Washington Dc, United States Of America",IAD,JNB,39,-77.45,-26.13,28.23,13094.01,8118.29
"Guernsey -channel Isl., United Kingdom - London, United Kingdom",LGW,GCI,51.2,-0.16,49.43,-2.6,262.18,162.55
"Harare, Zimbabwe - Johannesburg, South Africa",JNB,HRE,-26.1,28.23,-17.92,31.1,956.37,592.95
"London, United Kingdom - Sydney, Australia",LHR,SYD,51.5,-0.45,-33.92,151.23,17019.31,10551.97
"London, United Kingdom - Luxembourg, Luxembourg",LCY,LUX,51.5,0.05,49.63,6.21,482.02,298.85
"Newark, United States Of America - Tel Aviv-yafo, Israel",EWR,TLV,40.7,-74.18,32.01,34.89,9140.85,5667.33
"Jakarta-soekarno, Indonesia - Singapore, Singapore",SIN,CGK,1.3,103.98,-6.13,106.66,878.12,544.43
"Cairo, Egypt - Dubai, United Arab Emirates",DXB,CAI,25.3,55.35,30.05,31.25,2426.33,1504.32
"Bombay, India - Singapore, Singapore",SIN,BOM,1.3,103.98,19.09,72.86,3924.29,2433.06
"Glasgow, United Kingdom - London, United Kingdom",GLA,LGW,55.9,-4.43,51.16,-0.16,597.6,370.51
"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45,6730.57,4172.95
"Bombay, India - London, United Kingdom",LHR,BOM,51.5,-0.45,19.09,72.86,7211.59,4471.19
"Hong Kong, Hong Kong - San Francisco, United States Of America",SFO,HKG,37.6,-122.39,22.32,113.94,11125.79,6897.99
"New York, United States Of America - Tokyo, Japan",NRT,JFK,35.8,140.39,40.64,-73.79,10826.31,6712.31
"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,970.34,601.61
"Dar Es Salaam, United Rep. Of Tanzania - Johannesburg, South Africa",DAR,JNB,-6.9,39.2,-26.13,28.23,2433.78,1508.94
"New York, United States Of America - Phoenix, United States Of America",JFK,PHX,40.6,-73.79,33.44,-112.03,3458.37,2144.19
"Hamburg, Germany - London, United Kingdom",HAM,LHR,53.6,10.01,51.47,-0.45,745.25,462.06
"Kansas City, United States Of America - New York, United States Of America",LGA,MCI,40.8,-73.88,39.3,-94.72,1777.46,1102.03
"Glasgow, United Kingdom - Isle Of Man, United Kingdom",IOM,GLA,54.1,-4.63,55.86,-4.43,196.12,121.59
"Hong Kong, Hong Kong - Tokyo, Japan",NRT,HKG,35.8,140.39,22.32,113.94,2961.22,1835.96
"New York, United States Of America - Raleigh/durham, United States Of America",RDU,LGA,35.9,-78.79,40.77,-73.88,690.13,427.88
"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,6293.67,3902.08
"New York, United States Of America - Seattle, United States Of America",JFK,SEA,40.6,-73.79,39.9,-75.59,171.44,106.29
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,NRT,22.3,113.94,35.75,140.39,2960.35,1835.42
"Bombay, India - Dubai, United Arab Emirates",DXB,BOM,25.3,55.35,19.09,72.86,1928.3,1195.55
"Doha, Qatar - Dubai, United Arab Emirates",DXB,DOH,25.3,55.35,25.27,51.56,381.06,236.26
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",HKG,ICN,22.3,113.94,37.45,126.66,2079.18,1289.09
"Dubai, United Arab Emirates - Mauritius, Mauritius",DXB,MRU,25.3,55.35,-20.43,57.68,5091.17,3156.53
"Larnaca, Cyprus - London, United Kingdom",LHR,LCA,51.5,-0.45,34.88,33.63,3278.17,2032.47
"Mexico City, Mexico - Newark, United States Of America",EWR,MEX,40.7,-74.18,19.43,-99.16,3348.88,2076.31
"Delhi, India - Dubai, United Arab Emirates",DEL,DXB,28.7,77.26,25.25,55.35,2201.57,1364.97
"Buenos Aires, Argentina - New York, United States Of America",JFK,EZE,40.6,-73.79,-34.81,-58.54,8529.31,5288.17
"Frankfurt, Germany - Vienna, Austria",VIE,FRA,48.2,16.37,50.05,8.56,604.04,374.5
"Mexico City, Mexico - Sao Paulo, Brazil",GRU,MEX,-23.4,-46.48,19.43,-99.16,7437.1,4611.0
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,HND,22.3,113.94,35.55,139.75,2898.44,1797.03
"Newark, United States Of America - San Diego, United States Of America",EWR,SAN,40.7,-74.18,32.7,-102.18,2636.45,1634.6
"Cairo, Egypt - Dubai, United Arab Emirates",DXB,CAI,25.3,55.35,30.05,31.25,2426.33,1504.32
"Cairo, Egypt - Mauritius, Mauritius",CAI,MRU,-26.1,28.23,-20.43,57.68,3066.72,1901.37
"Amsterdam, Netherlands - London, United Kingdom",AMS,LCY,52.3,4.75,51.5,0.05,334.45,207.36
"Delhi, India - Singapore, Singapore",SIN,DEL,1.3,103.98,28.66,77.26,4158.23,2578.1
"Cairo, Egypt - London, United Kingdom",CAI,LHR,30.1,31.25,51.47,-0.45,3524.46,2185.17
"Newark, United States Of America - Toronto, Canada",EWR,YYZ,40.7,-74.18,43.68,-79.61,556.51,345.04
"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45,9632.42,5972.1
"Cape Town, South Africa - Port Elizabeth, South Africa",CPT,PLZ,-34,18.59,-33.98,25.61,647.09,401.2
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,HND,22.3,113.94,35.55,139.75,2898.44,1797.03
"New York, United States Of America - Seoul, Republic Of Korea",ICN,JFK,37.5,126.66,40.64,-73.79,11080.26,6869.76
"Delhi, India - Newark, United States Of America",EWR,DEL,51.5,-0.45,28.66,77.26,6733.17,4174.57
"Singapore, Singapore - Tokyo, Japan",SIN,NRT,1.3,103.98,35.75,140.39,5362.15,3324.53
"Toronto, Canada - Vancouver, Canada",YYZ,YVR,43.7,-79.61,49.19,-123.17,3344.92,2073.85
"Isle Of Man, United Kingdom - Manchester, United Kingdom",IOM,MAN,54.1,-4.63,53.37,0.1,321.46,199.31
"Cleveland, United States Of America - New York, United States Of America",LGA,CLE,40.8,-73.88,45.46,-120.2,3741.79,2319.91
"Delhi, India - Dubai, United Arab Emirates",DEL,DXB,28.7,77.26,25.25,55.35,2201.57,1364.97
"London, United Kingdom - Moscow, Russia",DME,LHR,55.4,37.9,51.47,-0.45,2544.04,1577.3
"Hong Kong, Hong Kong - San Francisco, United States Of America",SFO,HKG,37.6,-122.39,22.32,113.94,11125.79,6897.99
"Hong Kong, Hong Kong - New York, United States Of America",HKG,JFK,22.3,113.94,40.64,-73.79,12970.92,8041.97
"Delhi, India - Madras, India",MAA,DEL,13.1,80.23,28.66,77.26,1757.25,1089.49
"Cape Town, South Africa - Johannesburg, South Africa",CPT,JNB,-34,18.59,-26.13,28.23,1274.05,789.91
"Frankfurt, Germany - Zurich, Switzerland",ZRH,FRA,47.5,8.57,50.05,8.56,283.55,175.8
"Alma Ata, Kazakhstan - London, United Kingdom",ALA,LHR,43.4,77.03,51.47,-0.45,5619.2,3483.9
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,364.69,226.11
"Calgary, Canada - Toronto, Canada",YYC,YYZ,51.1,-114.01,43.68,-79.61,2689.65,1667.58
"Johannesburg, South Africa - Zurich, Switzerland",ZRH,JNB,47.5,8.57,-26.13,28.23,8420.86,5220.93
"Jersey-channel Islands, United Kingdom - London, United Kingdom",LCY,JER,51.5,0.05,49.21,-2.19,300.12,186.07
"Delhi, India - London, United Kingdom",LHR,DEL,51.5,-0.45,28.66,77.26,6733.17,4174.57
"Brussels, Belgium - London, United Kingdom",LHR,BRU,51.5,-0.45,50.89,4.48,350.1,217.06
"Charlotte, United States Of America - New York, United States Of America",CLT,LGA,35.2,-80.95,40.77,-73.88,875.49,542.8
"Delhi, India - Manchester, United Kingdom",MAN,DEL,51.5,-0.45,28.66,77.26,6733.17,4174.57
"Frankfurt, Germany - Zurich, Switzerland",ZRH,FRA,47.5,8.57,50.05,8.56,283.55,175.8
"Hong Kong, Hong Kong - Tokyo, Japan",NRT,HKG,35.8,140.39,22.32,113.94,2961.22,1835.96
"Guernsey -channel Isl., United Kingdom - Jersey-channel Islands, United Kingdom",GCI,JER,49.4,-2.6,49.21,-2.19,36.47,22.61
"London, United Kingdom - Mauritius, Mauritius",LHR,MRU,51.5,-0.45,-20.43,57.68,9785.6,6067.07
"Buenos Aires, Argentina - London, United Kingdom",LHR,EZE,51.5,-0.45,-34.81,-58.54,11138.52,6905.88
"Bombay, India - London, United Kingdom",LGW,BOM,25.3,55.35,19.09,72.86,1928.3,1195.55
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94,7392.4,4583.29
"Boston, United States Of America - Tokyo, Japan",NRT,BOS,35.8,140.39,42.21,-71,10772.74,6679.1
"Glasgow, United Kingdom - Newark, United States Of America",EWR,GLA,40.7,-74.18,55.86,-4.43,5182.57,3213.19
"Madras, India - Singapore, Singapore",SIN,MAA,1.3,103.98,13.05,80.23,2923.29,1812.44
"Atlanta, United States Of America - London, United Kingdom",LHR,ATL,51.5,-0.45,42.94,-83.53,6002.48,3721.54
"New York, United States Of America - Tokyo, Japan",HND,JFK,35.6,139.75,40.64,-73.79,10871.07,6740.06
"Dubai, United Arab Emirates - Madrid, Spain",DXB,MAD,51.5,-0.45,40.46,-3.58,1250.88,775.55
"London, United Kingdom - Manila, Philippines",MNL,LHR,1.3,103.98,51.47,-0.45,10885.97,6749.3
"Beijing, China - Hong Kong, Hong Kong",PEK,HKG,40.1,116.58,22.32,113.94,1992.66,1235.45
"Beirut, Lebanon - London, United Kingdom",BEY,LHR,33.8,35.49,51.47,-0.45,3482.61,2159.22
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,879.17,545.09
"London, United Kingdom - Orlando-intl, United States Of America",LGW,MCO,51.2,-0.16,28.44,-81.31,6991.49,4334.72
"Newark, United States Of America - Zurich, Switzerland",ZRH,EWR,47.5,8.57,40.69,-74.18,6332.88,3926.39
"Brussels, Belgium - New York, United States Of America",JFK,BRU,40.6,-73.79,50.89,4.48,5889.21,3651.31
"Minneapolis, United States Of America - Newark, United States Of America",EWR,MSP,40.7,-74.18,44.88,-93.2,1615.79,1001.79
"Madras, India - New York, United States Of America",JFK,MAA,40.6,-73.79,13.05,80.23,13476.41,8355.37
"Bangalore, India - London, United Kingdom",LHR,BLR,51.5,-0.45,12.8,77.65,8075.96,5007.1
"New York, United States Of America - Pittsburgh, United States Of America",LGA,PIT,40.8,-73.88,48.72,-94.74,1859.09,1152.64
"Buenos Aires, Argentina - Miami, United States Of America",EZE,MIA,-34.8,-58.54,33.4,-110.87,9338.81,5790.06
"Bogota, Colombia - New York, United States Of America",BOG,JFK,4.7,-74.14,40.64,-73.79,3996.5,2477.83
"Frankfurt, Germany - Singapore, Singapore",FRA,SIN,50.1,8.56,1.34,103.98,10279.23,6373.12
"Cape Town, South Africa - Durban, South Africa",DUR,CPT,-30,30.95,-33.97,18.59,1245.44,772.17
"Lima, Peru - New York, United States Of America",LIM,JFK,-12,-77.11,40.64,-73.79,5863.28,3635.23
"New York, United States Of America - Sydney, Australia",JFK,SYD,34.1,-118.24,-33.92,151.23,12077.47,7488.03
"London, United Kingdom - New York, United States Of America",LHR,JFK,51.5,-0.45,40.64,-73.79,5540.14,3434.89
"Beijing, China - Hong Kong, Hong Kong",HKG,PEK,22.3,113.94,40.07,116.58,1991.56,1234.77
"Chicago, United States Of America - San Francisco, United States Of America",ORD,SFO,41.6,-98.93,37.61,-122.39,2051.39,1271.86
"San Francisco, United States Of America - Tokyo, Japan",HND,SFO,35.6,139.75,37.61,-122.39,8284.45,5136.36
"Indianapolis, United States Of America - New York, United States Of America",IND,LGA,39.7,-86.3,40.77,-73.88,1060.08,657.25
"Frankfurt, Germany - Tokyo, Japan",FRA,NRT,50.1,8.56,35.75,140.39,9362.8,5804.94
"New York, United States Of America - St. Louis, United States Of America",STL,LGA,38.7,-90.36,40.77,-73.88,1425.68,883.92
"Bilbao, Spain - Madrid, Spain",MAD,BIO,40.5,-3.58,43.31,-2.91,317.34,196.75
"Karachi, Pakistan - London, United Kingdom",LHR,KHI,25.3,55.35,24.9,67.15,1188.65,736.96
"Jeddah, Saudi Arabia - London, United Kingdom",JED,LHR,21.7,39.15,51.47,-0.45,4745.31,2942.09
"Glasgow, United Kingdom - Southampton, United Kingdom",GLA,SOU,55.9,-4.43,50.95,-1.36,586.65,363.72
"Beijing, China - Newark, United States Of America",PEK,EWR,40.1,116.58,40.69,-74.18,10965.88,6798.85
"Bombay, India - Delhi, India",BOM,DEL,19.1,72.86,28.66,77.26,1153.0,714.86
"Bermuda, Bermuda - London, United Kingdom",LGW,BDA,51.2,-0.16,32.37,-64.69,5542.68,3436.46
"Birmingham, United Kingdom - Hamburg, Germany",BHX,HAM,52.5,-1.73,53.64,10.01,793.58,492.02
"London, United Kingdom - Nairobi, Kenya",NBO,LHR,-1.3,36.81,51.47,-0.45,6833.06,4236.5
"Dubai, United Arab Emirates - Johannesburg, South Africa",JNB,DXB,-26.1,28.23,25.25,55.35,6409.1,3973.64
"Delhi, India - Singapore, Singapore",DEL,SIN,28.7,77.26,1.34,103.98,4157.84,2577.86
"Glasgow, United Kingdom - Singapore, Singapore",SIN,GLA,51.5,-0.45,55.86,-4.43,550.92,341.57
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97,3282.32,2035.04
"Dallas, United States Of America - Houston, United States Of America",HOU,DAL,29.6,-90.72,36.72,-84.09,1003.22,622.0
"London, United Kingdom - Seoul, Republic Of Korea",ICN,LHR,37.5,126.66,51.47,-0.45,8867.11,5497.61
"Birmingham, United Kingdom - Glasgow, United Kingdom",GLA,BHX,55.9,-4.43,52.45,-1.73,421.88,261.57
"Dubai, United Arab Emirates - Singapore, Singapore",DXB,SIN,25.3,55.35,1.34,103.98,5849.01,3626.39
"Singapore, Singapore - Sydney, Australia",SYD,SIN,-33.9,151.23,1.34,103.98,6295.65,3903.3
"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,4275.3,2650.69
"Dubai, United Arab Emirates - New York, United States Of America",JFK,DXB,40.6,-73.79,25.25,55.35,11004.68,6822.9
"Hong Kong, Hong Kong - Kuala Lumpur, Malaysia",HKG,KUL,22.3,113.94,2.76,101.71,2542.27,1576.21
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,286.95,177.91
"Doha, Qatar - London, United Kingdom",DOH,LHR,25.3,51.56,51.47,-0.45,5235.18,3245.81
"London, United Kingdom - Toronto, Canada",YYZ,LHR,43.7,-79.61,51.47,-0.45,5704.96,3537.08
"Nashville, United States Of America - New York, United States Of America",LGA,BNA,40.8,-73.88,36.13,-86.67,1227.06,760.78
"London, United Kingdom - Osaka, Japan",KIX,LHR,41.9,12.5,51.47,-0.45,1447.78,897.62
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,879.17,545.09
"New York, United States Of America - Tel Aviv-yafo, Israel",JFK,TLV,40.6,-73.79,32.01,34.89,9120.72,5654.85
"Paris, France - Toulouse, France",TLS,ORY,43.6,1.38,48.73,2.37,575.49,356.8
"Birmingham, United Kingdom - Dubai, United Arab Emirates",BHX,DXB,52.5,-1.73,25.25,55.35,5602.34,3473.45
"Hamburg, Germany - Manchester, United Kingdom",MAN,HAM,53.4,0.1,53.64,10.01,655.16,406.2
"London, United Kingdom - Munich, Germany",LCY,MUC,51.5,0.05,48.34,11.77,908.37,563.19
"Seoul, Republic Of Korea - Singapore, Singapore",SIN,ICN,1.3,103.98,37.45,126.66,4641.96,2878.02
"Columbus, United States Of America - New York, United States Of America",LGA,CMH,40.8,-73.88,40,-82.89,767.78,476.02
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94,2081.61,1290.6
"Johannesburg, South Africa - New York, United States Of America",JFK,JNB,40.6,-73.79,-26.13,28.23,12829.3,7954.17
"London, United Kingdom - Tselinograd, Kazakhstan",LHR,TSE,50.1,8.56,51.03,71.48,4306.6,2670.09
"Dubai, United Arab Emirates - Manchester, United Kingdom",MAN,DXB,53.4,0.1,25.25,55.35,5500.93,3410.58
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71,870.63,539.79
"New York, United States Of America - Tokyo, Japan",NRT,JFK,35.8,140.39,40.64,-73.79,10826.31,6712.31
"Newark, United States Of America - Shanghai, China",EWR,PVG,40.7,-74.18,31.12,121.8,11861.59,7354.19
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,234.33,145.28
"Isle Of Man, United Kingdom - Jersey-channel Islands, United Kingdom",IOM,JER,53.4,0.1,49.21,-2.19,492.29,305.22
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",HKG,ICN,22.3,113.94,37.45,126.66,2079.18,1289.09
"New York, United States Of America - San Francisco, United States Of America",SFO,JFK,37.6,-122.39,40.64,-73.79,4152.83,2574.75
"London, United Kingdom - Tokyo, Japan",LHR,HND,51.5,-0.45,35.55,139.75,9587.42,5944.2
"Madrid, Spain - Madrid, Spain",MAD,MAD,51.5,-0.45,40.46,-3.58,1250.88,775.55
"Geneva, Switzerland - New York, United States Of America",JFK,GVA,40.6,-73.79,46.23,6.11,6204.95,3847.07
"Cincinnati, United States Of America - New York, United States Of America",LGA,CVG,40.8,-73.88,39.06,-84.66,938.67,581.98
"Geneva, Switzerland - Sao Paulo, Brazil",GVA,GRU,49,2.54,-23.42,-46.48,9402.52,5829.56
"Abuja, Nigeria - London, United Kingdom",LHR,ABV,51.5,-0.45,9.01,7.27,4777.0,2961.74
"Ankara-esenboga, Turkey - Istanbul, Turkey",IST,ESB,41,28.99,40.11,32.99,352.09,218.3
"Dubai, United Arab Emirates - Manchester, United Kingdom",MAN,DXB,53.4,0.1,25.25,55.35,5500.93,3410.58
